Date,City,Cause of Death
01/12/2010,Kaiserslautern -  Germany,Homicide
01/16/2010,Berlin -  Germany,Suicide
03/03/2010,Frankfurt -  Germany,Other Accident
03/14/2010,Stuttgart -  Germany,Other Accident
04/21/2010,Kaiserslautern -  Germany,Other Accident
04/28/2010,Horb am Neckar -  Germany,Suicide
06/05/2010,Hadamar -  Germany,Suicide
06/10/2010,Franfkurt -  Germany ,Drug-Related
08/29/2010,Sembach -  Germany,Suicide
11/23/2010,Stuttgart -  Germany,Veh. Accid-Other
12/02/2010,Schaebisch Gmuend -  Germany,Veh. Accid-Auto
12/06/2010,Duesseldorf -  Germany,Drug-Related
12/18/2010,Pirmasens -  Germany,Other Accident
01/04/2011,Forrest -  Kaiserslautern -  Germany,Suicide
01/23/2011,Duesseldorf -  Germany,Suicide
02/04/2011,Karlsburg -  Mecklenburg-Vorpommern -  Germany,Suicide
02/19/2011,Offenbach -  Germany,Suicide
02/21/2011,Muenster -  Germany,Other Accident
03/13/2011,Bad Soden-Salmuenster -  Germany,Suicide
03/30/2011,Bad Soden -  Germany,Suicide
04/05/2011,Heidelberg -  Germany,Suicide
05/22/2011,Frankfurt -  Germany,Suicide
07/03/2011,Mainz -  Germany,Other Accident
07/14/2011,Trier -  Germany,Other Accident
07/15/2011,Villingen-Schwenningen -  Germany,Other Accident
07/20/2011,Wuppertal -  Germany,Drug-Related
07/30/2011,Oldenburg -  Germany,Other Accident
08/13/2011,Berlin -  Germany,Other Accident
08/14/2011,Darmstadt -  Germany,Other Accident
08/26/2011,Mannheim -  Germany,Suicide
09/01/2011,Hamburg -  Germany,Homicide
09/04/2011,Villingen-Schwenningen -  Germany,Veh. Accid-Auto
10/02/2011,Bavaria -  Germany,Veh. Accid-Auto
10/02/2011,Hanau -  Germany,Other Accident
10/13/2011,Bruenzow -  Germany,Other Accident
11/04/2011,Hochspeyer -  Germany,Veh. Accid-Auto
11/11/2011,Moessingen -  Germany,Other Accident
12/16/2011,Koeln -  Germany,Suicide
01/21/2012,Hamburg -  Germany,Vehicle Accident - Other
01/31/2012,Handewitte -  Germany,Vehicle Accident - Train
02/15/2012,Soest -  Germany,Other Accident
02/17/2012,Berlin -  Germany,Suicide
03/03/2012,Berlin-Neukoelln -  Germany,Vehicle Accident - Train
03/13/2012,Nuernberg -  Bavaria -  Germany,Other Accident
04/28/2012,Wiesbaden -  Germany,Other Accident
05/22/2012,Hamburg -  Germany,Other Accident
05/27/2012,Ofenbach Am Main -  Germany,Drowning
08/07/2012,Berlin -  Germany,Suicide
08/21/2012,Bremerhaven -  Germany,Other Accident
09/05/2012,Geldern -  Germany,Other Accident
09/15/2012,Ludwigshafen -  Germany,Other Accident
09/18/2012,Koln -  Germany,Suicide
10/01/2012,Koln -  Germany,Homicide
11/04/2012,Kaufbeuren -  Germany,Suicide
11/07/2012,Kaiserslautern -  Germany,Other Accident
01/01/2013,Frankenthal -  Germany,Suicide
01/09/2013,Drosendorf -  Germany,Suicide
01/09/2013,Stuttgart-Zuffenhausen -  Germany,Suicide
01/19/2013,Bremen -  Germany,Other Accident
01/27/2013,Hamburg -  Germany,Other Accident
02/04/2013,Franfurt Am Main -  Germany,Suicide
02/12/2013,Nuernberg -  Germany,Drug-Related
04/07/2013,Lohmar -  Germany,Drug-Related
05/27/2013,Freiburg Im Breisgau -  Germany,Suicide
05/30/2013,Wiesbaden -  Germany,Other Accident
07/01/2013,Doerverden -  Germany,Suicide
07/18/2013,Ober-Ramstadt -  Germany,Suicide
07/28/2013,Nuernberg -  Bavaria -  Germany,Suicide
08/20/2013,Dossenheim -  Germany,Homicide
08/24/2013,Wuerzburg -  Bavaria -  Germany,Other Accident
09/23/2013,Nuernberg -  Bavaria -  Germany,Other Accident
10/09/2013,Munich -  Bavaria -  Germany,Other Accident
11/21/2013,Berlin -  Germany,Other Accident
11/25/2013,Titisee-Neustadt -  Germany,Suicide
12/10/2013,Gross-Gerau -  Germany,Suicide
12/21/2013,Frankfurt Am Main -  Germany,Suicide
01/01/2014,Mainhausen -  Hesse,Suicide
01/22/2014,Bad Wildbad -  Baden-Württemberg,Suicide
02/21/2014,Koeln -  North Rhine-Westphalia,Suicide
04/09/2014,Hardheim -  Baden-Württemberg,Suicide
04/19/2014,Berlin,Drug-Related
04/24/2014,Nuernberg - Bavaria,Suicide
05/07/2014,Freiburg -  Baden-Württemberg,Other Accident
05/10/2014,Ludwigshafen Am Rhein -  Rhineland-Palatinate,Other Accident
07/18/2014,Bavaria,Drowning
07/21/2014,Bamberg - Bavaria,Other Accident
08/01/2014,Lahr,Veh. Accid-Motorcy.
08/05/2014,Braunschweig,Suicide
08/14/2014,Kaiserslautern,Suicide
08/15/2014,Hassloch,Other Accident
09/02/2014,Dossenheim,Drowning
09/09/2014,Kusterdingen,Suicide
09/18/2014,Mannheim,Drug-Related
09/27/2014,Rotenburg Wuemme,Veh. Accid-Auto
09/29/2014,Moenchengladbach,Other Accident
10/24/2014,Koeln,Other Accident
11/05/2014,Hoenningen,Homicide
11/16/2014,Ludwigshafen,Other Accident
12/02/2014,Bavaria,Veh. Accid-Auto
01/28/2015,Luebeck,Suicide
02/24/2015,Bingen Am Rhein,Veh. Accid-Auto
03/28/2015,Hamburg,Suicide
03/31/2015,Talheim,Veh. Accid-Auto
05/10/2015,Goettingen,Suicide
05/12/2015,Munich  - Bavaria,Veh. Accid-Train
05/15/2015,Bad Neuenahr-Ahrweiler,Suicide
05/20/2015,Berlin,Other Accident
05/25/2015,Herbstein,Suicide
06/05/2015,Germering -  Bavaria,Suicide
07/16/2015,Berlin,Veh. Accid-Pedestr.
10/15/2015,Hamburg,Suicide
10/26/2015,Eisenberg,Suicide
10/26/2015,Graben-Neudorf,Veh. Accid-Auto
01/03/2016,Berlin,Suicide
01/19/2016,Bonn,Drug-Related
04/10/2016,Blaubeuren,Other Accident
05/21/2016,Neustadt An Der Donau,Veh. Accid-Auto
07/03/2016,Neulingen -  Baden-Württemberg,Suicide
07/11/2016,Bickendorf -  Rhineland-Palatinate,Veh. Accid-Auto
07/11/2016,Bickendorf -  Rhineland-Palatinate,Veh. Accid-Auto
07/21/2016,Ismaning  - Bavaria,Veh. Accid-Auto
07/29/2016,Heidelberg -  Baden-Württemberg,Suicide
08/09/2016,Langweiler -  Rhineland-Palatinate,Veh. Accid-Auto
09/15/2016,Freiburg im Breisgau -   Baden-Württemberg,Other Accident
10/23/2016,Freihung - Bavaria,Suicide
10/24/2016,Frankfurt am Main,Suicide
11/30/2016,Mering - Bavaria,Suicide
12/08/2016,Stuttgart,Suicide
01/03/2017,Idar-Oberstein,Suicide
01/16/2017,Wismar,Suicide
01/31/2017,Bavaria,Suicide
03/21/2017,Berlin,Drug-Related
04/10/2017,Hillscheid,Suicide
05/16/2017,Bavaria,Suicide
06/11/2017,Bavaria,Drowning
06/17/2017,Berlin,Other Accident
06/17/2017,Jena,Drug-Related
07/05/2017,Alfter -  North Rhine-Westphalia,Suicide
07/09/2017,Losheim am See -  Saarland,Veh. Accid-Auto
08/01/2017,Darmstadt -  Hesse,Suicide
08/03/2017,Heidelberg -  Baden-W�rttemberg,Suicide
08/31/2017,Koblenz -  Rhineland-Palatinate,Other Accident
10/03/2017,Kemberg -  Saxony-Anhalt,Veh. Accid-Auto
10/14/2017,Dortmund -  North Rhine-Westphalia,Drug-Related
10/14/2017,Esslingen am Neckar -  Baden-W�rttemberg,Unknown/Undetermined
02/07/2018,Wiesbaden -  Hesse,Other Accident
02/23/2018,Bad Rappenau -  Baden-Wurttemberg,Suicide
05/21/2018,Duesseldorf -  North Rhine-Westphalia,Suicide



