Date,City,Cause of Death
04/14/2007,Santo Domingo -  Dominican Republic,Veh. Accident-Auto
04/14/2007,Santo Domingo -  Dominican Republic,Veh. Accident-Pedestrian
06/07/2007,Santiago -  Dominican Republic,Drowning
06/13/2007,Santiago -  Dominican Republic,Veh. Accident-Motorcycle
06/24/2007,Carretera Rio San Juan -  Maria Trinidad Sanchez -  Rio San Juan,Veh. Accident-Auto
07/07/2007,Cabarete -  Sosua -  Puerto Plata -  Dominican Republic,Drowning-Ocean
09/05/2007,Road Navarrete-santiago -  Navarrete -  Santiago -  Dominican Republic,Veh. Accid-Auto
10/19/2007,Km19 -  Autopista Las Americas -  Santo Domingo -  Dominican Republic,Veh. Accid-Other
10/20/2007,Puerto Plata -  Dominican Republic,Veh. Accid-Auto
11/28/2007,Santiago -  Dominican Republic,Homicide
12/28/2007,Higuey -  Dominican Republic,Drowning
01/01/2008,Santo Domingo -  Dominican Republic,Other Accident
01/14/2008,Puerto Plata -  Dominican Republic,Veh. Accid-Auto
01/26/2008,Santo Domingo -  Dominican Republic,Veh. Accid-Auto
02/01/2008,La Vega -  Dominican Republic,Veh. Accid-Auto
02/23/2008,Peurto Plata -  Dominican Republic,Other Accident
02/28/2008,Punta Cana Higuey -  Domincan Republic,Drowning
03/05/2008,Moca -  Espaillat Province -  Dominican Republic,Homicide
03/19/2008,Playa Grande Beach -  Rio San Juan -  Dominican Republic,Drowning-Beach
04/15/2008,Santiago -  Dominican Republic,Suicide



