Date,City,Cause of Death
11/23/2004,Route Ap-2 -  Km 95 -  Candasnos -  Huesca -  Spain,Veh. Accident-Auto
11/23/2004,Route Ap-2 -  Km 95 -  Candasnos -  Huesca -  Spain,Veh. Accident-Auto
11/23/2004,Route Ap-2 -  Km 95 -  Candasnos -  Huesca -  Spain,Veh. Accident-Auto
11/23/2004,Route Ap-2 -  Km 95 -  Candasnos -  Huesca -  Spain,Veh. Accident-Auto
12/19/2004,Sevilla -  Spain,Suicide
02/27/2005,Guadalajara -  Spain,Suicide
03/28/2005,Highway A-7 -  Km 655 -  Near Valencia -  Spain,Veh. Accident-Auto
04/08/2005,San Sebastian -  Guipuzcoa -  Spain,Drowning
04/30/2005,La Almolda -  Zaragoza -  Spain,Veh. Accident-Auto
05/02/2005,Algodonales -  Cadiz -  Spain,Other Accident
05/06/2005,San Pedro De Alcantara -  Malaga -  Spain,Veh. Accident-Auto
07/05/2005,Valencia -  Spain,Other Accident
07/10/2005,Pamplona -  Spain,Other Accident
07/29/2005,Finisterre -  Spain,Drowning
08/17/2005,Barcelona -  Spain,Other Accident
12/06/2005,Cervera -  Lleida -  Spain,Veh. Accident-Auto
01/02/2006,Algodonales -  Cadiz -  Spain,Veh. Accident-Auto
01/14/2006,Madrid -  Spain,Other Accident
01/17/2006,Bar Ultramarinos -  Sant Pau -  126 -  Barcelona -  Spain,Drug-Related
02/02/2006,Valverde -  El Hierro -  Spain,Veh. Accident-Auto
03/02/2006,Chipiona -  Cadiz -  Spain,Suicide
03/12/2006,L'aldea (tarragona) -  Spain,Veh. Accident-Auto
03/26/2006,Viladomat -  59 -  3-3 -  Barcelona -  Spain,Suicide
07/15/2006,Granada -  Spain,Suicide
07/24/2006,Palma De Mall Orca -  Balearics Spain,Suicide
08/03/2006,Marabella -  Malaga Spain,Drowning
09/07/2006,Sant Josep -  (ibiza) -  Balearic Islands Spain,Drug-Related
09/15/2006,Barcelona -  Spain,Other Accident
02/15/2007,Las Cabezas De San Juan -  Lebrija -  Sevilla -  Spain,Veh. Accident-Auto
03/09/2007,Arahal -  Sevilla -  Spain,Veh. Accident-Auto
03/09/2007,Arahal -  Sevilla -  Spain,Veh. Accident-Auto
03/16/2007,Albalat Dels Tarongers -  Valencia -  Spain,Homicide
03/26/2007,Carretera Ma-1043 -  Punto Km. 5.950 -  Calvia -  Mallorca -  Balearics -  Spain ,Other Accident
04/28/2007,Cartagena -  Murcia -  Spain,Drug-Related
04/28/2007,Cartagena -  Murcia -  Spain,Drug-Related
05/25/2007,Marbella -  Malaga -  Spain,Veh. Accident-Auto
07/17/2007,Santa Eulalia Del Riom -  Ibiza -  Balearics -  Spain,Suicide
09/15/2007,Ronda Guinardo And Padilla Street -  Barcelona -  Spain,Veh. Accid-Motorcy.
09/22/2007,Barcelona -  Spain,Drug-Related
09/29/2007,Soller -  Soller -  Balearics -  Spain,Veh. Accid-Motorcy.
01/13/2008,Girona -  Girona -  Spain,Homicide
01/17/2008,A Coruna -  Spain,Maritime Accident
04/09/2008,Torrejon -  Madrid -  Spain,Suicide
07/16/2008,Barcelona -  Spain,Other Accident
10/30/2008,Barcelona -  Spain,Suicide
11/05/2008,Madrid -  Spain,Suicide
04/18/2009,Barcelona -  Spain,Drug-Related
04/29/2009,Alagon -  Zaragoza -  Spain,Drowning
10/06/2009,Salamanca - Salamanca -  Spain,Other Accident
10/18/2009,Alcomendas -  Madrid -  Spain,Maritime Accident
10/29/2009,Alicante - Alicante -  Spain,Suicide
12/17/2009,Madrid - Madrid -  Spain,Suicide
01/23/2010,Barcelona -  Spain,Suicide
05/28/2010,Tarancon -  Cuenca -  Spain,Veh. Accid-Auto
08/30/2010,Sevilla -  Sevilla -  Spain,Homicide
11/27/2010,Barcelona -  Spain,Other Accident
05/10/2011,Calvia -  Balearic Islands -  Spain,Veh. Accid-Auto
06/03/2011,Barcelona -  Spain,Suicide
07/03/2011,Barcelona -  Spain,Veh. Accid-Other
07/05/2011,Barcelona -  Spain,Other Accident
07/12/2011,Balearic Islands -  Spain,Veh. Accid-Motorcy.
08/07/2011,Balearic Islands -  Spain,Drowning
09/20/2011,Madrid -  Spain,Drug-Related
01/26/2012,Barcelona -  Spain,Suicide
03/17/2012,Marbella -  Malaga -  Spain,Suicide
03/17/2012,Mataro -  Spain,Suicide
06/17/2012,Barcelona -  Spain,Homicide
06/20/2012,Organya -  Lleida -  Spain,Air Accident
06/27/2012,Sant Antoni de Portmany -  Balearic Islands -  Spain,Drowning
07/17/2012,Barcelona -  Spain,Drug-Related
07/23/2012,Malaga -  Spain,Suicide
08/28/2012,Huelva -  Spain,Vehicle Accident - Auto
12/17/2012,Sierra Nevada -  Granada -  Spain,Suicide
05/06/2013,Madrid -  Spain,Suicide
07/24/2013,Santiago De Compostela -  A Coruna -  Spain,Veh. Accid-Train
07/28/2013,Santiago De Compostela -  A Coruna -  Spain,Veh. Accid-Train
08/16/2013,Higuera De Las Duenas -  Avila -  Spain,Veh. Accid-Auto
09/18/2013,Elche -  Alicante -  Spain,Other Accident
09/20/2013,Cala Deia -  Palma De Mallorca -  Spain,Drowning
11/21/2013,Sevilla -  Spain,Drowning
08/15/2014,Ibiza,Drowning
09/08/2014,Satnat Cruz De Tenerife,Suicide
09/20/2014,Bahia De Palma - Mallorca,Drowning
09/29/2014,Las Palmas De Gran Canaria,Other Accident
10/04/2014,Torrent -  Valencia,Veh. Accid-Auto
11/04/2014,Barcelona,Suicide
03/30/2015,Sagunto -  Valencia,Veh. Accid-Pedestr.
03/30/2015,Torremolinos -  Malaga,Drug-Related
05/12/2015,Madrid,Other Accident
05/30/2015,Girona,Suicide
07/17/2015,Madrid,Suicide
07/19/2015,Seville,Other Accident
08/05/2015,Barcelona,Homicide
09/26/2015,Pontevedra,Drowning
12/06/2015,Cartegena -  Murcia,Drowning
02/28/2016,Malaga,Suicide
03/12/2016,Mallorca,Suicide
05/27/2016,Madrid,Suicide
08/15/2016,Barcelona,Drug-Related
09/09/2016,Mos -  Pontevedra,Veh. Accid-Train
02/19/2017,Mallorca,Drug-Related
03/24/2017,Cantabria,Other Accident
04/22/2017,Baleares,Suicide
06/15/2017,Barcelona,Drug-Related
06/19/2017,Girona,Drowning
08/17/2017,Barcelona -  Catalonia,Terrorist Action
01/09/2018,Zaragoza -  Zaragoza,Suicide
02/16/2018,Malaga -  Malaga,Suicide
02/23/2018,Madrid -  Madrid,Homicide
03/26/2018,Madrid -  Madrid,Suicide
06/27/2018,Barcelona -  Barcelona,Suicide



