Date,City,Cause of Death
12/26/2005,Olongapo -  Zambales -  The Philippines,Homicide
01/15/2006,San Carlos -  Pangasinan -  Philippines,Homicide
02/09/2006,Along Brgy. Dolores Intersection -  Magalang -  Pampanga -  Philippines,Veh. Accident-Auto
02/19/2006,Pili -  Camarine Sur -  Philippines,Homicide
03/02/2006,Quezon City -  Philippines,Homicide
03/23/2006,Lipa City -  Batangas -  Philippines,Homicide
04/08/2006,Quezon City -  Philippines,Homicide
04/18/2006,Tanza -  Cavite -  Philippines,Homicide
07/19/2006,Barangay-baybayaoas -  Philippines,Homicide
07/24/2006,Cebu City -  Philippines,Homicide
07/29/2006,Baguio- Nemguet -  Philippines,Suicide
08/09/2006,Pukitan-paco -  Philippines,Homicide
08/26/2006,Barangay-sapang Bato -  Philippines,Homicide
09/01/2006,Surigao City -  Suriago Del Norte -  Phillipines,Veh. Accident-Motorcycle
10/27/2006,San Ramon -  Dinalupihan -  Bataan -  Phillipines,Homicide
11/23/2006,Manolo Fortich -  Bukidnon -  Phillipines,Homicide
12/20/2006,Mandaluyong City -  Philippines,Veh. Accident
01/03/2007,Brgy. Sa Roque -  Barobo -  Surigao Del Sur -  Phillipines,Suicide
01/07/2007,Basak -  Kagodoy -  Lapu-lapu -  Cebu -  Phillipines,Suicide
01/23/2007,Barangay Ili Sur -  Municipality Of San Juan -  La Union -  Phillipines,Suicide
02/17/2007,Nagmisahan Cuyapo -  Nueva Ecija -  Phillipines,Veh. Accident-Auto
02/27/2007,Quezon City -  Metro Manila -  Phillipines,Homicide
03/30/2007,Angeles City -  Pampanga -  Phillipines,Veh. Accident-Motorcycle
04/18/2007,Bgy Batad -  Banaue -  Ifugao -  Phillipines,Homicide
07/08/2007,Aringay -  La Union -  Phillipines,Maritime Accident
07/28/2007,Makati City -  Manila -  Phillipines,Drowning
08/15/2007,Nasugbu -  Batangas -  Phillipines,Homicide
09/17/2007,Olongapo City -  Zambales,Suicide
12/22/2007,Tagibilaran City -  Bohol -  Phillipines,Veh. Accid-Motorcy.
12/25/2007,Manila -  Philippines,Suicide
01/10/2008,Quezon City - phillipines,Homicide
01/28/2008,Cavite -  Phillipines,Other Accident
02/09/2008,Ouezon City -  Phillipines,Suicide
02/18/2008,San Marcelino -  Zambales -  Phillipines,Veh. Accid-Other
03/15/2008,National Highway -  Kalaklan - olongapo City - zambales,Veh. Accid-Auto
03/19/2008,Olongapocity - zambales -  Phillipines,Veh. Accid-Auto
04/04/2008,Pangasinan -  Phillipines,Homicide
04/22/2008,Lapu Lapu -  Cebu -  Phillipines,Other Accident
07/02/2008,Pampanga -  Philippines,Homicide
07/08/2008,Bacoor -  Cavite -  Philippines,Veh. Accid-Auto
07/14/2008,Lapu-lapu City -  Cebul -  Philippines,Homicide
08/12/2008,Iloilo City -  Iloilo -  Philippines,Homicide
08/17/2008,Cebu City -  Cebu -  Philippines,Homicide
08/28/2008,Jaro -  Iloilo -  Philippines,Homicide
09/19/2008,Locloc -  Palauig -  Zambales -  Philippines,Drowning
01/08/2009,Makati City -  Manila -  Philippines,Suicide
01/14/2009,Ususan -  Taguig City -  Philippines,Suicide
01/30/2009,Quezon City -  Philippines,Suicide
02/17/2009,Valencia City -  Bukidnon -  Philippines,Homicide
03/05/2009,Angeles City -  Pampanga -  Phillipines,Homicide
03/08/2009,Lapu-lapu -  Cebu -  Philippines,Other Accident
03/25/2009,Cebu City -  Cebu -  Philippines,Veh. Accid-Motorcy.
03/28/2009,Angat -  Bulacan -  Philippines,Homicide
04/01/2009,Legazpi City -  Albay -  Philippines,Homicide
04/16/2009,Tacloban City -  Leyte -  Philippines,Veh. Accid-Auto
05/12/2009,Clarkview -  Angeles City -  Pampanga -  Philippines,Suicide
05/12/2009,Mabalacat -  Pampanga -  Philippines,Homicide
06/06/2009,Makati City -  Philippines,Suicide
06/14/2009,Tabza -  Cavite -  Philippines,Homicide
06/23/2009,Lapu-lapu -  Cebu -  Philippines,Suicide
07/08/2009,Pasig -  Philippines,Other Accident
07/25/2009,Las Pinas -  Philippines,Veh. Accid-Auto
08/09/2009,Bagumbayan - Taguig City -  Philippines,Homicide
08/10/2009,Tagaytay - Cavite -  Philippines,Homicide
08/13/2009,Angeles City - Pampanga -  Philippines,Homicide
08/23/2009,Silang - Cavite -  Philippines,Drowning
08/26/2009,Lapu-Lapu City - Cebu -  Philippines,Homicide
10/02/2009,Dumanjug - Cebu -  Philippines,Homicide
11/10/2009,Lingayen - Pangasinan -  Philippines,Veh. Accid-Motorcy.
12/28/2009,Mabalacat - Pampanga -  Philippines,Veh. Accid-Auto
01/29/2010,l - Iloilo City - Iloilo -  Philippines,Homicide
01/30/2010,Bacolod City - Negros Occidental -  Philippines,Veh. Accid-Auto
02/10/2010,Angeles City - Pampanga -  Philippines,Homicide
03/18/2010,Pasay City -  Philippines,Other Accident
03/22/2010,San Carlos - Pangasinan -  Philippines,Veh. Accid-Auto
03/25/2010,San Jose Del Monte - Bulacan -  Philippines,Homicide
03/25/2010,San Jose Del Monte - Bulacan -  Philippines,Homicide
04/19/2010,Angeles City - Pampanga -  Philippines,Veh. Accid-Pedestr.
04/19/2010,Davao Del Sur -  Philippines,Veh. Accid-Motorcy.
04/23/2010,Malhiao - Badian - Cebu -  Philippines,Veh. Accid-Motorcy.
04/30/2010,Buguias - Benguet -  Philippines,Homicide
05/11/2010,Lipa City - Batangas -  Philippines,Veh. Accid-Pedestr.
05/13/2010,Manila -  Philippines,Other Accident
05/31/2010,Romblon - Romblon -  Philippines,Veh. Accid-Motorcy.
06/24/2010,Angeles City - Pampanga -  Philippines,Veh. Accid-Motorcy.
06/29/2010,Guagua - Pampanga -  Philippines,Homicide
07/07/2010,Pagadian - Zamboanga Del Sur -  Philippines,Suicide
07/11/2010,Sitio Botong -  Sudlon II -  Cebu City -  Cebu -  Philippines,Homicide
07/13/2010,Tinagong Dagat -  Narra - Palawan -  Philippines,Homicide
07/14/2010,Lapu Lapu - Cebu -  Philippines,Veh. Accid-Motorcy.
07/22/2010,Angeles City -  Pampanga -  Philippines,Homicide
08/16/2010,Bacolod City -  Negros Occidental -  Philippines,Other Accident
08/18/2010,Sablan -  Benguet -  Philippines,Veh. Accid-Bus
08/18/2010,Sablan -  Benguet -  Philippines,Veh. Accid-Bus
08/18/2010,Sablan -  Benguet -  Philippines,Veh. Accid-Bus
08/18/2010,Sablan -  Benguet -  Philippines,Veh. Accid-Bus
08/22/2010,Dumaguete City -  Negros Oriental -  Philippines,Veh. Accid-Motorcy.
08/30/2010,Mataasnakahoy -  Batangas -  Philippines,Homicide
09/17/2010,Iriga City -  Camarines Sur -  Philippines,Veh. Accid-Bus
09/19/2010,Angeles City -  Pampanga -  Philippines,Homicide
09/20/2010,Iligan City -  Lanao Del Norte -  Philippines,Homicide
10/05/2010,Balanga City -  Bataan -  Philippines,Veh. Accid-Auto
10/29/2010,Lubang -  Occidental Mindoro -  Philippines,Drowning
11/09/2010,Valencia -  Negros Oriental -  Philippines,Drowning
11/23/2010,Cagayan De Oro City -  Misamis Oriental -  Philippines,Suicide
12/09/2010,Olongapo CIty -  Zambales -  Philippines,Veh. Accid-Auto
12/16/2010,Angeles City -  Pampanga -  Philippines,Homicide
12/27/2010,Pasay City -  Metro Manila -  Philippines,Other Accident
01/27/2011,Koronadal -  South Cotabato -  Philippines,Suicide
01/28/2011,Palawan -  Philippines,Homicide
02/16/2011,Cabanatuan City -  Nueva Ecija -  Philippines,Homicide
02/22/2011,Pasaleng -  Pagudpud -  Ilocos Norte -  Philippines,Homicide
03/12/2011,Barangay E - Rosario -  Batangas -  Philippines,Homicide
03/14/2011,San Pablo City -  Laguna -  Philippines,Homicide
03/30/2011,Cebu City -  Philippines,Homicide
04/08/2011,Shimizhu Island -  Bebeladan -  Palawan,Maritime Accident
05/12/2011,Barobo -  Surigao del Sur province -  Philippines,Homicide
07/08/2011,Silang -  Cavite -  Philippines,Homicide
07/17/2011,Olongapo City -  Zambales -  Philippines,Drowning
07/28/2011,Angeles City -  Pampagna -  Philippines,Homicide
08/09/2011,Laoag City -  Ilocos Norte -  Philippines,Drowning
08/11/2011,Palauig -  Zambales -  Philippines,Homicide
08/28/2011,Paranaque City -  Philippines,Other Accident
09/08/2011,Angeles City -  Pampagna -  Philippines,Homicide
10/06/2011,Angeles City -  Pampagna -  Philippines,Suicide
10/27/2011,Negros -  Occidental -  Philippines,Other Accident
11/09/2011,Makati City -  Philippines,Homicide
11/10/2011,San Fernando -  La Union -  Philippines,Veh. Accid-Auto
11/28/2011,Angeles City -  Pampagna -  Philippines,Suicide
12/03/2011,Manila -  Philippines,Suicide
12/04/2011,Subic -  Zambales -  Philippines,Veh. Accid-Motorcy.
12/16/2011,Jagna -  Bohol -  Philippines,Veh. Accid-Auto
12/19/2011,Palawan -  Philippines,Veh. Accid-Motorcy.
12/23/2011,Pangasinan -  Philippines,Other Accident
12/24/2011,Tagaytay -  Cavite -  Philippines,Homicide
12/26/2011,Makati City -  Philippines,Suicide
01/03/2012,Batangas City -  Batangas -  Philippines,Suicide
01/03/2012,Woodridge Park -  Davao -  Philippines,Homicide
01/27/2012,Marilao -  Bulacan -  Philippines,Vehicle Accident - Auto
01/31/2012,San Marcelino -  Zambales -  Philippines,Homicide
02/06/2012,Quezon City -  Philippines,Suicide
02/12/2012,Angeles City -  Pampanga -  Philippines,Vehicle Accident - Motorcycle
03/01/2012,Dinalupihan -  Bataan -  Philippines,Homicide
04/01/2012,San Felipe -  Zambales -  Philippines,Homicide
04/21/2012,Angeles City -  Pampanga -  Philippines,Other Accident
04/24/2012,Tacloban City -  Leyte -  Philippines,Vehicle Accident - Motorcycle
05/07/2012,Tacloban City -  Leyte -  Philippines,Vehicle Accident - Motorcycle
05/28/2012,Manila -  Philippines,Vehicle Accident - Auto
06/10/2012,Makati -  Philippines,Suicide
07/20/2012,Paranaque City -  Philippines,Homicide
07/24/2012,Manila -  Philippines,Homicide
07/29/2012,Iloilo City -  Philippines,Vehicle Accident - Auto
08/09/2012,San Fernando -  Pampanga -  Philippines,Homicide
08/12/2012,Pasay City -  Philippines,Vehicle Accident - Motorcycle
09/02/2012,Pasay City - Philippines,Homicide
09/04/2012,Olongapo City -  Zambales -  Philippines,Suicide
10/04/2012,Danao City -  Cebu -  Philippines,Homicide
10/07/2012,Nueva Ecija -  Philippines,Homicide
01/21/2013,Angeles City -  Pampanga -  Philippines,Veh. Accid-Auto
01/29/2013,Butuan City -  Agusan Del Norte -  Philippines,Veh. Accid-Auto
02/10/2013,Davao City -  Philippines,Homicide
02/18/2013,Opol -  Misamis Oriental -  Philippines,Homicide
03/19/2013,Malolos -  Bulacan -  Philippines,Homicide
03/31/2013,Baras -  Catanduanes -  Philippines,Drowning
04/09/2013,Digos City -  Davao -  Philippines,Veh. Accid-Auto
04/16/2013,Paranaque -  Philippines,Homicide
04/24/2013,San Juan -  La Union -  Philippines,Veh. Accid-Auto
05/18/2013,Dauin -  Negros Oriental -  Philippines,Drowning
05/21/2013,Bacoor -  Cavite -  Philippines,Veh. Accid-Auto
06/11/2013,Baguio City -  Philippines,Veh. Accid-Auto
06/18/2013,Laoag City -  Ilocos Norte -  Philippines,Homicide
07/27/2013,Urdaneta -  Pangasinan -  Philippines,Homicide
08/08/2013,Vergonville -  Las Pinas -  Philippines,Suicide
08/15/2013,Las Pinas -  Philippines,Homicide
08/22/2013,Cebu -  Philippines,Homicide
09/05/2013,Las Pinas -  Philippines,Suicide
10/20/2013,Misamis Oriental -  Philippines,Homicide
10/29/2013,Manapao -  Pontevedra -  Capiz -  Philippines,Homicide
11/08/2013,Tacloban City -  Leyte -  Philippines,Natural Disaster
11/08/2013,Tanauan -  Leyte -  Philippines,Natural Disaster
11/10/2013,Surigao -  Leyte -  Philippines,Natural Disaster
11/16/2013,Pasig -  Philippines,Suicide
11/20/2013,Las Pinas -  Philippines,Homicide
12/01/2013,Angeles City -  Pampanga -  Philippines,Veh. Accid-Motorcy.
12/09/2013,Cebu City -  Cebu -  Philippines,Suicide
12/23/2013,San Fernando La Union -  Philippines,Veh. Accid-Auto
01/18/2014,Manila,Homicide
01/30/2014,Subic - Zambales,Other Accident
02/01/2014,Banaue - Ifuago,Other Accident
02/15/2014,Dapitan City - Zamboanga Del Norte,Veh. Accid-Motorcy.
02/19/2014,Angeles City -  Pampanga,Suicide
03/18/2014,Castillejos - Zambales,Veh. Accid-Auto
03/20/2014,Pasig City - Metro Manila,Suicide
03/25/2014,Mondragon - Northern Samar,Homicide
04/09/2014, Gorordo Ave. - Cebu,Suicide
04/16/2014, Alamada - Cotabato,Homicide
04/20/2014,Cebu City,Other Accident
05/08/2014,Makati City,Suicide
05/09/2014,Bauang - La Union,Drowning
07/03/2014,Bacoor -  Cavite,Suicide
07/05/2014,Bgy. Bangkal -  Makati,Homicide
07/12/2014,Dumaguete City - Negros Oriental,Veh. Accid-Motorcy.
07/18/2014,Mabalacat City - Pampanga,Veh. Accid-Motorcy.
07/28/2014,Santo Tomas - Batangas,Homicide
08/02/2014,Lemery -  Batangas,Drowning
08/05/2014,Mabalacat -  Pampanga,Veh. Accid-Motorcy.
08/08/2014,Makati City - Metro Manila,Suicide
08/13/2014,Caloocan City - Metro Manila,Suicide
08/13/2014,Caloocan City - Metro Manila,Homicide
11/19/2014, Makati - Metro Manila,Suicide
11/24/2014,Dumaguete City - Negros Oriental,Veh. Accid-Motorcy.
11/30/2014,San Joaquin -  Mabalacat,Homicide
01/01/2015,Bulacan,Veh. Accid-Auto
01/01/2015,Bulacan,Veh. Accid-Auto
01/01/2015,Quezon,Homicide
01/03/2015,Nueva Ecija,Veh. Accid-Motorcy.
01/05/2015,Naic -  Cavite,Homicide
01/10/2015,Angeles City,Homicide
01/28/2015,Bacolod,Homicide
01/29/2015,Baguio City,Homicide
02/01/2015,Quezon,Homicide
02/12/2015,Bacolod,Veh. Accid-Auto
02/15/2015,Bulacan,Homicide
02/27/2015,Bulalacao -  Oriental Mindoro,Veh. Accid-Motorcy.
03/10/2015,Kalibo -  Aklan,Veh. Accid-Motorcy.
03/11/2015,Ormoc City -  Leyte,Homicide
03/15/2015,Pangasinan,Other Accident
04/05/2015,Pampanga,Suicide
08/04/2015,Murcia - Negros Occ.,Homicide
08/04/2015,Murcia - Negros Occ.,Homicide
09/27/2015,Lagundi - Mexic,Homicide
11/17/2015,Zamboangita,Homicide
11/20/2015,Dumaguete City,Veh. Accid-Motorcy.
12/03/2015,Bacolod Cit,Homicide
12/06/2015,Tagum,Veh. Accid-Motorcy.
12/24/2015,Pampanga,Other Accident
12/26/2015,San Carlos Cit,Suicide
12/29/2015,Dumaguete Cit,Homicide
01/09/2016,Ormoc City,Drowning
01/14/2016,Silang,Homicide
01/26/2016,Cebu City,Suicide
02/14/2016,Lipa,Veh. Accid-Motorcy.
02/17/2016,Muntinlupa City,Other Accident
02/18/2016,Upper Puerto,Suicide
03/08/2016,General Trias,Homicide
03/17/2016,Cebu City,Homicide
04/06/2016,Davao del Norte,Homicide
05/01/2016,Pangasinan,Homicide
07/15/2016,Cebu City,Suicide
08/28/2016,Calatagan - Batangas,Drowning
09/06/2016,Bacoor -  Cavite,Homicide
09/13/2016,San Alejandro -  Santa Maria - Pangasinan,Homicide
10/31/2016,Cebu City,Veh. Accid-Motorcy.
11/26/2016,Leyte,Homicide
12/27/2016,San Pedro -  Leguna,Suicide
01/06/2017,Illocos Sur,Veh. Accid-Other
01/17/2017,Zambales,Veh. Accid-Motorcy.
02/01/2017,Manila,Homicide
02/04/2017,Pangasinan,Homicide
02/13/2017,Pangasinan,Homicide
02/17/2017,La Union,Veh. Accid-Bus
02/25/2017,Dumaguete City,Veh. Accid-Motorcy.
03/10/2017,Biliran,Homicide
03/28/2017,Pangasinan,Homicide
05/05/2017,Palawan,Homicide
05/20/2017,Davao City,Veh. Accid-Auto
06/03/2017,Ilocos Norte,Homicide
06/20/2017,Laguna,Homicide
09/20/2017,Tagum City -  Davao Del Norte,Veh. Accid-Auto
10/02/2017,Samboan -  Cebu,Drowning
10/20/2017,Manila,Other Accident
11/15/2017,Manila,Homicide
12/03/2017,Candelaria -  Quezon,Homicide
12/05/2017,Cebu City,Suicide
12/30/2017,Dingras -  Ilocos Norte,Other Accident
01/20/2018,Alegria -  Cebu,Veh. Accid-Auto
01/20/2018,Alegria -  Cebu,Veh. Accid-Auto
01/20/2018,Alegria -  Cebu,Veh. Accid-Auto
01/20/2018,Alegria -  Cebu,Veh. Accid-Auto
01/20/2018,Alegria -  Cebu,Veh. Accid-Auto
01/20/2018,Alegria -  Cebu,Veh. Accid-Auto
01/21/2018,Baclayon -  Bohol,Homicide
02/06/2018,Dumaguete CIty -  Negros Oriental,Suicide
03/23/2018,Angeles City -  Pampanga,Homicide
05/09/2018,Ormoc City -  Leyte,Veh. Accid-Motorcy.
05/15/2018,Silay City -  Negros Occidental,Homicide



