Date,City,Cause of Death
01/16/2009,Fukui -  Japan,Veh. Accid-Pedestr.
02/26/2009,Tokyo -  Japan,Suicide
03/23/2009,Narita City -  Chiba Prefecture -  Japan,Air Accident
03/23/2009,Narita City -  Chiba Prefecture -  Japan,Air Accident
04/25/2009,Tsukuba-shi -  Ibaraki-ken -  Japan,Veh. Accid-Auto
05/01/2009,Haga-gun -  Tochigi-ken -  Japan,Suicide
08/23/2009,Kawaguchi-Shi -  Saitama -  Japan,Veh. Accid-Auto
10/02/2009,Gunma-ken -  Japan,Suicide
10/15/2009, Tokyo -  Japan,Veh. Accid-Other
10/30/2009,Tokyo -  Japan,Veh. Accid-Auto
11/23/2009,Tokyo -  Japan,Suicide
01/08/2010,Tokyo -  Japan,Suicide
01/19/2010,Minato-ku -  Tokyo -  Japan,Suicide
06/06/2010,Urasoe City -  Okinawa -  Japan,Veh. Accid-Auto
08/23/2010,Shinjuku-ku -  Tokyo -  Japan,Suicide
10/10/2010,Kofu-shi -  Yamanashi-ken -  Japan,Veh. Accid-Motorcy.
12/25/2010,Minato-ku - Tokyo -  Japan,Suicide
02/06/2011,Shimada-Shi -  Shizuoka-Ken -  Japan,Suicide
03/11/2011,Ishinomaki-shi -  Miyagi-ken -  -  Japan,Disaster
03/11/2011,Rikuzentakata City -  Iwate Prefecture -  Japan,Disaster
03/30/2011, Kita-ku -  Osaka -  Osaka -  Japan,Veh. Accid-Train
03/30/2011,Meguro-ku -  Tokyo -  Japan,Suicide
04/01/2011,Ginowan City -  Okinawa -  Japan,Other Accident
05/26/2011,Saiwai-ku -  Kawasaki-shi -  Kanagawa-ken -  Japan,Suicide
07/14/2011,Osaka -  Japan,Other Accident
07/31/2011,Okinawa -  Japan,Maritime Accident
08/27/2011,Chib-Ken -  Japan,Drowning
11/26/2011,Chibana Okinawa -  Okinawa -  Japan,Homicide
12/01/2011,Yamanashi-Ken -  Japan,Other Accident
04/06/2012,Yokohama-shi -  Kanagawa-ken -  Japan,Vehicle Accident - Other
04/14/2012,Tsukuba-shi -  Ibaraki-ken -  Japan,Vehicle Accident - Other
05/22/2012,Shinjuku-ku -  Tokyo -  Japan,Suicide
06/20/2012,Toshima-ku -  Tokyo -  Japan,Suicide
08/14/2012,Mobara -  Chiba -  Japan,Drowning
09/23/2012,Okinawa -  Okinawa -  Japan,Vehicle Accident - Motorcycle
12/01/2012,Uruma City -  Okinawa -  Japan,Maritime Accident
12/28/2012,Kyoto -  Japan,Drowning
01/19/2013,Chuo-Ku -  Kobe -  Japan,Suicide
01/25/2013,Yokohama -  Kanagawa-ken -  Japan,Drowning
02/02/2013,Yokohama -  Kanagawa-ken -  Japan,Drowning
02/09/2013,Tokyo -  Japan,Suicide
02/10/2013,Kobe -  Hyogo -  Japan,Suicide
03/06/2013,Nishi-Ku -  Kumamoto -  Japan,Homicide
03/29/2013,Asahikawa -  Hokkaido -  Japan,Other Accident
04/15/2013,Tokyo -  Japan,Suicide
07/04/2013,Nerima-ku -  Tokyo -  Japan,Suicide
07/29/2013,Chuo-ku - Sapporo -  Hokkaido -  Japan,Suicide
08/27/2013,Nishi-Ku -  Yokohama -  Japan,Suicide
09/30/2013,Shibuya-Ku -  Tokyo -  Japan,Suicide
11/28/2013,Fujisawa-shi -  Kanagawa-Ken -  Japan,Suicide
12/11/2013,Minami-Ku -  Fukuoka -  Japan,Suicide
12/13/2013,Hiroshima -  Japan,Suicide
02/27/2014,Minato-ku - Tokyo,Suicide
04/02/2014,Minamata-Shi -  Kumamoto-Ken,Veh. Accid-Auto
05/10/2014,Sagamihara-Shi -  Kanagawa-Ken,Suicide
05/17/2014,Matsushima-cho - Miyagi Prefecture,Suicide
05/30/2014,Minato-Ku -  Osaka,Suicide
09/02/2014,Minamikoma-gun - Yamanashi-ken,Suicide
09/29/2014,Hatsukaichi City -  Hiroshima,Drowning
11/28/2014,Sumida-ku - Tokyo,Suicide
01/14/2015,Sumida-ku -  Tokyo,Suicide
01/21/2015,Nagano-Ken,Drowning
02/11/2015,Aichi ,Suicide
02/27/2015,Hyogo ,Suicide
04/25/2015,Hachioji-shi -  Tokyo,Veh. Accid-Auto
05/04/2015,Naha City -  Okinawa,Other Accident
05/09/2015,Kanagawa-ken,Other Accident
05/13/2015,Kanagawa-ken,Suicide
07/02/2015,Miyazaki,Suicide
08/04/2015,Sayama City - Osaka,Suicide
09/12/2015,Uruma -  Okinawa,Veh. Accid-Motorcy.
10/08/2015,Haebaru Shimajiri-gun -  Okinawa,Drug-Related
12/09/2015,Sasebo -  Nagasaki,Drowning
12/09/2015,Tokyo,Suicide
12/15/2015,Tokyo,Suicide
01/12/2016,Shizuoka-shi,Suicide
04/15/2016,Urayasu-shi,Other Accident
09/23/2016,Goshonouchikitamachi -  Shimogyo-Ku - Kyoto,Suicide
09/27/2016,Minami-ku -  Sagamihara-shi -  Kanagawa-ken,Suicide
10/25/2016,Hakone-machi -  Ashigarashimo-gun -  Kanagawa-ken,Drowning
11/06/2016,Hoshin -  Higashiyodogawa-Ku -  Osaka,Suicide
01/12/2017,Okinawa,Suicide
02/22/2017,Tokyo,Other Accident
03/17/2017,Yokosuka,Other Accident
05/13/2017,Okinawa,Suicide
06/20/2017,Okinawa,Drowning
06/30/2017,Kanagawa-ken,Drowning
08/28/2017,Funabashi-Shi -  Chiba-Ken,Suicide
09/26/2017,Narashino-shi -  Chiba-ken,Suicide
10/17/2017,Tokyo,Veh. Accid-Auto
11/15/2017,Osaka,Drowning
11/18/2017,Beppu -  Oita,Veh. Accid-Pedestr.
12/12/2017,Tokyo,Suicide
01/18/2018,Hachioji-shi -  Tokyo,Other Accident
01/20/2018,Yokosuka-Shi -  Kanagawa-Ken,Suicide
01/23/2018,Higashi-Ku -  Okayama,Suicide
03/11/2018,Minato-Ku -  Tokyo,Suicide
04/29/2018,Shinjuku-ku -  Tokyo,Suicide
05/09/2018,Sagamihara-shi -  Kanagawa-ken,Veh. Accid-Other
05/12/2018,Saitama-shi -  Saitama-ken,Drowning
06/08/2018,Koto -  Tokyo,Suicide



