Date,City,Cause of Death
02/20/2005,Via Cristoforo Colombo - Via Pindaro -  Ostia -  Rome -  Italy,Veh. Accident-Motorcycle
03/06/2005,Caimpino -  Rome -  Italy,Train Accident
03/26/2005,Km 14 - 400 Of Via Del Mare (cantieri Navali -  Marina Di Roma) In Tiber -  Italy,Drowning
05/01/2005,Rome -  Italy,Suicide
07/06/2005,Fiumicino Airport -  Rome -  Italy,Air Accident
07/26/2005,Casa Lunga Camerata Di Todi -  Perugia -  Italy,Drowning
07/31/2005,Highway 24 -  Km 36 -  Condove -  Turin -  Italy,Veh. Accident
07/31/2005,Ss 195 Km 7200 -  Cagliari -  Sardinia -  Italy,Veh. Accident-Auto
07/31/2005,Ss 195  Km 7200 -  Cagliari -  Sardinia -  Italy,Veh. Accident-Auto
08/03/2005,Ederlee Inn -  Vicenza -  Italy,Other Accident
08/09/2005,Train Station -  Desio -  Milan -  Italy,Veh. Accident-Train
08/10/2005,Sardinia -  Italy,Maritime Accident
08/20/2005,Siena -  Italy,Veh. Accident-Motorcycle
10/01/2005,Livorno -  Italy,Other Accident
10/20/2005,Sp Terminillese -  Rieti -  Italy,Veh. Accident-Auto
11/20/2005,Via Cristoforo Colombo -  Rome -  Italy,Veh. Accident-Pedestrian
02/19/2006,Venice -  Italy,Other Accident
04/29/2006,Naples -  Italy,Veh.Accident-Auto
05/28/2006,Monsigliolo (cortona) -  Arezzo -  Italy,Veh. Accident-Motorcycle
07/04/2006,Montepulciano -  Siena - italy,Veh.Accident-Auto
07/25/2006,Ponza -  Latina -  Italy,Drowning
09/02/2006,Otricoli -  Terni -  Italy,Other Accident
10/07/2006,Terni -  Italy,Veh.Accident-Auto
10/14/2006,Ravenna -  Italy,Veh.Accident-Auto
01/09/2007,Rome -  Italy,Homicide
02/06/2007,Vicenza -  Italy,Suicide
05/01/2007,Rome -  Italy,Other Accident
06/09/2007,Piansano -  Viterbo -  Italy,Veh. Accident-Motorcycle
06/16/2007,Sesto Fiorentino -  Italy,Suicide
07/04/2007,Serracapriola -  Foggia -  Italy,Homicide
09/02/2007,Sorrento -  Naples -   Italy,DROWNING-Ocean
09/24/2007,Porto Cesareo -  Lecce -  Italy,Suicide
09/27/2007,Riomaggiore -  La Spezia -  Italy,Drowning
01/21/2008,Serracapriola -  Foggia,Veh. Accid-Auto
01/24/2008,Rome -  Italy,Suicide
03/27/2008,Urbania -  Italy,Suicide
05/23/2008,Rome -  Italy,Veh. Accid-Train
06/19/2008,Rome -  Italy,Suicide
07/14/2008,Cortona -  Italy,Suicide
10/23/2008,Venice -  Italy,Drowning
10/26/2008,Naples -  Italy,Other Accident
12/20/2008,Venice -  Italy,Suicide
01/15/2009,San Marino -  Italy,Suicide
03/26/2009,Canazei -  Trento -  Italy,Other Accident
07/11/2009,Turi - Bari -  Italy,Veh. Accid-Auto
07/11/2009,Turi - Bari -  Italy,Veh. Accid-Auto
10/10/2009,Rome -  Italy,Veh. Accid-Pedestr.
10/17/2009,L' Aquila -  Italy,Suicide
10/29/2009,Salerno -  Italy,Veh. Accid-Auto
11/04/2009,Rome -  Italy,Other Accident
11/10/2009,Fornelli - Isernia -  Italy,Veh. Accid-Auto
11/13/2009,Rome -  Italy,Other Accident
11/17/2009,Naples -  Italy,Other Accident
12/01/2009,Florence -  Italy,Suicide
04/01/2010,Rome -  Italy,Other Accident
04/14/2010,Rome -  Italy,Suicide
04/16/2010,Rome -  Italy,Suicide
05/16/2010,Salerno -  Italy,Drowning
06/01/2010,Foggia -  Italy,Veh. Accid-Auto
06/30/2010,Orte -  Viterbo -  Italy,Veh. Accid-Auto
07/20/2010,Bolzano -  Italy,Other Accident
07/22/2010,Dro -  Trento -  Italy,Other Accident
08/19/2010,Cesenatico -  Italy,Other Accident
09/29/2010,Vieste -  Foggia -  Italy,Air Accident
09/29/2010,Vieste -  Foggia -  Italy,Air Accident
10/04/2010,Paratico -  Brescia -  Italy,Suicide
10/24/2010,Siena -  Italy,Other Accident
10/30/2010,La Spezia -  Italy,Drowning
12/05/2010,Rome -  Italy,Veh. Accid-Train
12/24/2010,Brindisi -  Italy,Suicide
02/18/2011,Florence -  Italy,Drowning
02/19/2011,Florence -  Italy,Other Accident
04/26/2011,Pisa -  Italy,Other Accident
05/27/2011,Naples -  Italy,Homicide
08/13/2011,Vernazza -  La Spezia -  Italy,Other Accident
10/02/2011,San Giovanni Valdarno -  Arezzo -  Italy,Veh. Accid-Pedestr.
01/13/2012,Isola Del Giglio -  Grosseto -  Italy,Maritime Accident
01/13/2012,Isola Del Giglio -  Grosseto -  Italy,Maritime Accident
03/25/2012,Monopoli -  Bari -  Italy,Vehicle Accident - Motorcycle
04/06/2012,Somma Lombardo -  Varese -  Italy,Vehicle Accident - Auto
10/19/2012,Palermo -  Italy,Vehicle Accident - Auto
11/21/2012,Siena -  Italy,Other Accident
11/22/2012,Mestre -  Italy,Veh. Accid-Other
12/08/2012,Bolzano -  Italy,Other Accident
01/16/2013,Florence -  Italy,Drug-Related
02/15/2013,Rome -  Italy,Veh. Accid-Pedestr.
03/13/2013,Santa Margherita Ligure -  Genoa -  Italy,Drowning
05/24/2013,Calabro -  Cosenza -  Italy,Veh. Accid-Pedestr.
06/11/2013,Rome -  Italy,Other Accident
07/28/2013,Lecce -  Italy,Drowning
08/01/2013,Florence -  Italy,Suicide
08/12/2013,Rome -  Italy,Suicide
09/01/2013,Sorrento -  Italy,Other Accident
09/06/2013,Rapolano -  Italy,Veh. Accid-Motorcy.
09/12/2013,Longarone -  Italy,Other Accident
02/20/2014,Rome,Veh. Accid-Train
03/11/2014,Cesena,Suicide
07/10/2014,Rome,Suicide
09/27/2014,Piedimonte Matese - Caserta,Veh. Accid-Auto
10/01/2014,Pieve Di Bono - TN,Veh. Accid-Auto
12/03/2014,Rome,Other Accident
01/23/2015,Aosta,Natural Disaster
05/12/2015,Perugia,Suicide
06/12/2015,Rome,Drowning
09/06/2015,Naples,Other Accident
09/12/2015,Terni,Veh. Accid-Auto
10/30/2015,Vercelli,Air Accident
01/09/2016,Florence,Homicide
03/17/2016,Cotignola,Veh. Accid-Auto
05/18/2016,Viterbo,Suicide
05/22/2016,Florence,Veh. Accid-Motorcy.
06/13/2016,Pienza,Other Accident
06/23/2016,Trento,Other Accident
07/04/2016,Rome,Homicide
09/09/2016,Udine -  Friuli-Venezia Giulia,Other Accident
12/18/2016,Venice -  Veneto,Other Accident
12/18/2016,Venice -  Veneto,Other Accident
01/14/2017,Bologna,Other Accident
02/05/2017,Naples,Suicide
02/18/2017,Pisa,Veh. Accid-Auto
05/22/2017,Cesena,Veh. Accid-Other
06/24/2017,Caserta,Suicide
07/22/2017,Florence,Suicide
07/29/2017,Florence,Veh. Accid-Motorcy.
08/02/2017,Siena,Veh. Accid-Motorcy.
08/19/2017,Rome,Other Accident
09/06/2017,Montecatini-Terme,Veh. Accid-Train
09/20/2017,Treviso,Suicide
10/28/2017,Salerno,Other Accident



